curse, id:d5b4b76754396e37b9ecbb3471072115010d065a54042e220c52b9be66311b75i1，num:53395376, address:bc1qnv8mv59dr6xv6hpzwpyf66cv6jyyfusgcv2u0t, 09Num:-438487, tick:jubl, op:deploy
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i3，num:54663955, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501705, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i4，num:54663956, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501706, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i5，num:54663957, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501707, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i6，num:54663958, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501708, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i7，num:54663959, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501709, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i8，num:54663960, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501710, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i9，num:54663961, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501711, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i10，num:54663962, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501712, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i11，num:54663963, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501713, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i12，num:54663964, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501714, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i13，num:54663965, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501715, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i14，num:54663966, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501716, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i15，num:54663967, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501717, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i16，num:54663968, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501718, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i17，num:54663969, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501719, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i18，num:54663970, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501720, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i19，num:54663971, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501721, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i20，num:54663972, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501722, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i21，num:54663973, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501723, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i22，num:54663974, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501724, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i23，num:54663975, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501725, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i24，num:54663976, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501726, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i25，num:54663977, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501727, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i26，num:54663978, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501728, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i27，num:54663979, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501729, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i28，num:54663980, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501730, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i29，num:54663981, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501731, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i30，num:54663982, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501732, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i31，num:54663983, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501733, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i32，num:54663984, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501734, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i33，num:54663985, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501735, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i34，num:54663986, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501736, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i35，num:54663987, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501737, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i36，num:54663988, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501738, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i37，num:54663989, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501739, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i38，num:54663990, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501740, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i39，num:54663991, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501741, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i40，num:54663992, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501742, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i41，num:54663993, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501743, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i42，num:54663994, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501744, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i43，num:54663995, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501745, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i44，num:54663996, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501746, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i45，num:54663997, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501747, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i46，num:54663998, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501748, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i47，num:54663999, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501749, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i48，num:54664000, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501750, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i49，num:54664001, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501751, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i50，num:54664002, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501752, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i51，num:54664003, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501753, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i52，num:54664004, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501754, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i53，num:54664005, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501755, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i54，num:54664006, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501756, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i55，num:54664007, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501757, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i56，num:54664008, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501758, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i57，num:54664009, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501759, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i58，num:54664010, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501760, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i59，num:54664011, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501761, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i60，num:54664012, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501762, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i61，num:54664013, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501763, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i62，num:54664014, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501764, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i63，num:54664015, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501765, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i64，num:54664016, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501766, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i65，num:54664017, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501767, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i66，num:54664018, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501768, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i67，num:54664019, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501769, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i68，num:54664020, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501770, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i69，num:54664021, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501771, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i70，num:54664022, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501772, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i71，num:54664023, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501773, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i72，num:54664024, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501774, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i73，num:54664025, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501775, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i74，num:54664026, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501776, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i75，num:54664027, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501777, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i76，num:54664028, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501778, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i77，num:54664029, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501779, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i78，num:54664030, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501780, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i79，num:54664031, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501781, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i80，num:54664032, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501782, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i81，num:54664033, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501783, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i82，num:54664034, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501784, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i83，num:54664035, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501785, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i84，num:54664036, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501786, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i85，num:54664037, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501787, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i86，num:54664038, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501788, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i87，num:54664039, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501789, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i88，num:54664040, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501790, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i89，num:54664041, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501791, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i90，num:54664042, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501792, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i91，num:54664043, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501793, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i92，num:54664044, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501794, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i93，num:54664045, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501795, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i94，num:54664046, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501796, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i95，num:54664047, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501797, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i96，num:54664048, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501798, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i97，num:54664049, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501799, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i98，num:54664050, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501800, tick:ligo, op:mint
curse, id:32bb4a6740c2faca6aa1a815142cf7ca06cfbac7f30d0af7d7a37083522985b1i99，num:54664051, address:bc1pfz8lz848sdhplgu028clx8u257tdrkkrrqz9k3fzhk7m9yq3snmsmmktgs, 09Num:-501801, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i1，num:54667742, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501803, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i2，num:54667743, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501804, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i3，num:54667744, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501805, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i4，num:54667745, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501806, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i5，num:54667746, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501807, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i6，num:54667747, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501808, tick:ligo, op:mint
curse, id:1f5164a5591ff5edff7e83eb7a2a3b417d45890e6cd6fc931b4fc218f79ce138i7，num:54667748, address:bc1qu02nee0t9z6wc4rxjaeqatzxx4he7qrtzehyuf, 09Num:-501809, tick:ligo, op:mint
